123456789
,,,,,,,,
Sl. no.,Date,Adaptation Clinic Name,Village,Union,Problems Found (if any),Advice/ solution given,Point of Service,"Remarks 
(Next Follow up) "
198,16.01.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Fungal infection & Red mite/White fly attack,1. Use Sticky trap 2-3 / Per decimal.2. Mancozeb + Metalaxyl 2gm/1 li of water mix &  Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,22.01.25-  Started working as advised
199,16.01.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,22.01.25-  Started working as advised
195,22.12.24,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,22.01.25-  Started working as advised
196,22.12.24,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,22.01.25-  Started working as advised
197,22.12.24,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,22.01.25-  Started working as advised
198,22.12.24,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,22.01.25-  Started working as advised
199,22.12.24,Rampal,Sonatunia,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,22.01.25-  Started working as advised
200,22.12.24,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,22.01.25-  Started working as advised
201,22.12.24,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,22.01.25-  Started working as advised
202,22.12.24,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,22.01.25-  Started working as advised
203,22.12.24,Rampal,Sonatunia,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,22.01.25-  Started working as advised
204,22.12.24,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,22.01.25-  Started working as advised
205,22.12.24,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,22.01.25-  Started working as advised
206,22.12.24,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,22.01.25-  Started working as advised
207,23.12.24,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,22.01.25-  Started working as advised
208,23.12.24,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,22.01.25-  Started working as advised
209,16.01.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,22.01.25-  Started working as advised
209,23.12.24,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,22.01.25-  Started working as advised
210,23.12.24,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,22.01.25-  Started working as advised
211,20.01.25,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,22.01.25-  Started working as advised
212,20.01.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,22.01.25-  Started working as advised
213,20.01.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,22.01.25-  Started working as advised
214,20.01.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,22.01.25-  Started working as advised
211,23.12.24,Rampal,Kadamdi,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,22.01.25-  Started working as advised
212,20.01.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,22.01.25-  Started working as advised
212,23.12.24,Rampal,Kadamdi,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,22.01.25-  Started working as advised
213,23.12.24,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,22.01.25-  Started working as advised
214,23.12.24,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,26.01.25-  Started working as advised
215,23.12.24,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,26.01.25-  Started working as advised
216,23.12.24,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,26.01.25-  Started working as advised
217,23.12.24,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd leaf borer",Use Ash powder,Mobile Clinic,26.01.25-  Started working as advised
218,23.12.24,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd leaf borer",Use Ash powder,Mobile Clinic,26.01.25-  Started working as advised
219,23.12.24,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,26.01.25-  Started working as advised
220,22.01.25,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,26.01.25-  Started working as advised
221,22.01.25,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,26.01.25-  Started working as advised
220,23.12.24,Rampal,Kadamdi,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,26.01.25-  Started working as advised
221,23.12.24,Rampal,Kadamdi,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,26.01.25-  Started working as advised
222,23.12.24,Rampal,Kadamdi,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,26.01.25-  Started working as advised
223,23.12.24,Rampal,Kadamdi,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,26.01.25-  Started working as advised
224,23.12.24,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,26.01.25-  Started working as advised
225,23.12.24,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,26.01.25-  Started working as advised
226,23.01.25,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,26.01.25-  Started working as advised
227,23.01.25,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,26.01.25-  Started working as advised
226,06.01.2025,Rampal,Gobindapur,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,07.02.25-  Started working as advised
227,06.01.2025,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,07.02.25-  Started working as advised
228,06.01.2025,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,07.02.25-  Started working as advised
229,06.01.2025,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,07.02.25-  Started working as advised
230,06.01.2025,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,07.02.25-  Started working as advised
231,026.01.2025,Rampal,Gobindapur,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,07.02.25-  Started working as advised
232,06.01.2025,Rampal,Gobindapur,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,07.02.25-  Started working as advised
233,06.02.25,Rampal,Gobindapur,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,07.02.25-  Started working as advised
234,06.01.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,07.02.25-  Started working as advised
235,06.01.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
236,03.02.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,07.02.25-  Started working as advised
237,03.02.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,07.02.25-  Started working as advised
238,03.02.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,07.02.25-  Started working as advised
239,03.02.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,07.02.25-  Started working as advised
240,03.02.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,07.02.25-  Started working as advised
241,03.02.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,07.02.25-  Started working as advised
242,03.02.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,07.02.25-  Started working as advised
236,06.01.25,Rampal,Gobindapur,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Adaptation Clinic,Started working as advised
237,06.01.25,Rampal,Gobindapur,Uzalkur,"Bottle gourd, Botter gourd leaf borer",Use Ash powder,Adaptation Clinic,Started working as advised
238,06.01.25,Rampal,Gobindapur,Uzalkur,"Bottle gourd, Botter gourd leaf borer",Use Ash powder,Adaptation Clinic,Started working as advised
239,05.02.25,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
240,05.02.25,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
239,06.01.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
240,06.01.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
241,06.01.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
242,06.01.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
243,08.01.2025,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
244,05.02.25,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
245,05.02.25,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
244,08.01.2025,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Adaptation Clinic,Started working as advised
245,08.01.2025,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Adaptation Clinic,Started working as advised
246,08.01.2025,Rampal,Sonatunia,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
247,08.01.2025,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
248,08.01.2025,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
249,08.01.2025,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
250,08.01.2025,Rampal,Kadamdi,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
251,08.01.2025,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
252,09.01.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
253,09.01.25,Rampal,Sonatunia,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
254,09.01.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
255,09.01.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Adaptation Clinic,Started working as advised
256,06.02.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Adaptation Clinic,Started working as advised
257,09.02.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Adaptation Clinic,Started working as advised
256,09.01.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Adaptation Clinic,Started working as advised
257,09.02.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Adaptation Clinic,Started working as advised
258,10.02.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Adaptation Clinic,Started working as advised
259,10.02.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Adaptation Clinic,Started working as advised
257,09.01.25,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Adaptation Clinic,Started working as advised
258,09.01.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
259,10.02.25,Rampal,Bamondr,Uzalkur,"Bottle gourd, Botter gourd leaf borer",Use Ash powder,Mobile Clinic,Started working as advised
260,10.02.25,Rampal,Bamondr,Uzalkur,"Bottle gourd, Botter gourd leaf borer",Use Ash powder,Mobile Clinic,Started working as advised
261,10.02.25,Rampal,Bamondr,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
